Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Rainfall_mm_was_missing,Soil_Moisture_pct_was_missing,Yield_Outlier,Yield_Index,Price_Index,Cost_per_ha,Revenue_per_ha,Profit_per_ha,BCR,Loss_Making,Water_per_ha,NPK_total,Rain_Band,Temp_Band,Profit_Robust_Z,Water_Ratio
SF10062,Karnataka,Ludhiana,Cotton,Rabi,14.23,404.4,19.4,55.8,7.9,6.99,22.6,182.0,52.9,80.5,Drip,127.2,1.21,0.9,1.8,25.61,70385,815920,1802560,986640,9798,2.614,50.7,False,False,False,1.4516129032258065,1.0321667656526106,57338.018271257904,126673.22557976107,69335.20730850316,2.2092361996274144,False,688.5453267744202,315.4,Mid-low,Cool,1.2643962053211835,0.9618259798767369
SF10063,Andhra Pradesh,Warangal,Cotton,Zaid,5.46,148.5,31.2,59.9,7.7,6.31,21.5,81.9,56.0,124.3,Flood,157.7,3.34,0.7,0.91,4.97,66056,309945,328298,18353,4831,1.029,31.8,False,False,False,0.7338709677419355,0.9686837802365398,56766.48351648352,60127.83882783883,3361.355311355311,1.0592137314684864,False,884.7985347985348,262.2,Low,Hot,-0.30170111055288706,1.2359712347665268
SF10064,Tamil Nadu,Warangal,Rice,Kharif,3.95,1028.8,24.2,69.2,6.2,5.95,29.4,105.4,48.3,123.3,Flood,136.3,4.4,0.92,1.62,6.4,23591,258728,150982,-107746,8230,0.778,46.8,False,False,False,0.6585365853658537,1.070153553040441,65500.759493670885,38223.29113924051,-27277.468354430377,0.5835549302742649,True,2083.5443037974683,277.0,High,Mild,-0.46379278310749206,1.484260689505437
SF10065,Telangana,Indore,Pulses,Kharif,14.43,1012.7,30.2,65.2,7.9,6.71,23.2,102.9,66.6,93.5,Rainfed,276.7,5.63,0.97,0.99,14.29,86381,980375,1234384,254009,2290,6.24,53.6,False,False,False,1.0531914893617023,1.2149824534259774,67940.05544005544,85542.89674289674,17602.8413028413,1.2590937141399974,False,158.6971586971587,263.0,High,Hot,0.49131514397088627,0.4438785274732438
SF10066,Maharashtra,Rajkot,Groundnut,Rabi,7.49,234.8,20.5,49.1,8.4,6.55,30.3,84.7,72.9,72.2,Sprinkler,107.5,3.99,0.82,1.42,10.64,60410,506733,642762,136029,3460,3.075,59.9,False,False,False,1.0142857142857142,1.0725160007456658,67654.60614152203,85816.02136181576,18161.415220293726,1.2684431446146196,False,461.9492656875834,229.8,Low,Cool,0.23587420450466132,0.9892821197494094
SF10067,Tamil Nadu,Rajkot,Wheat,Rabi,7.25,410.0,23.4,61.1,9.4,7.08,28.3,199.3,60.4,66.8,Flood,198.1,7.33,0.8,2.66,19.28,20402,542011,393351,-148660,4731,4.075,41.4,False,False,False,1.2009029345372462,0.8553042530446265,74760.13793103448,54255.31034482759,-20504.827586206895,0.7257251236598519,True,652.551724137931,326.5,Mid-low,Cool,-0.22070895851470396,1.2807498735937681
SF10068,Maharashtra,Ludhiana,Pulses,Rabi,5.28,498.8,26.9,51.3,7.5,6.21,29.0,152.6,48.9,95.2,Drip,114.7,5.33,0.69,1.37,7.23,71305,292198,515535,223337,1540,4.695,44.1,False,False,False,1.4574468085106385,1.002932633814604,55340.530303030304,97639.20454545454,42298.67424242424,1.7643344581413973,False,291.66666666666663,296.7,Mid-low,Mild,1.1897680801448298,0.8157963984729321
SF10069,Andhra Pradesh,Raichur,Rice,Kharif,12.69,851.6,27.7,81.1,6.0,7.6,31.2,124.5,74.6,136.5,Flood,165.3,7.52,0.8,1.59,20.18,20502,865223,413730,-451493,22011,0.917,48.8,False,False,False,0.6463414634146342,0.9300278981151762,68181.48148148149,32602.836879432627,-35578.64460204886,0.4781773022677391,True,1734.5153664302602,335.6,High,Warm,-0.7364787202500293,1.2356219011245975
SF10070,Karnataka,Warangal,Maize,Kharif,2.82,960.7,27.6,68.2,8.9,7.29,35.7,111.9,65.9,104.9,Flood,139.8,2.74,0.66,2.73,7.7,23906,171757,184076,12319,2056,3.745,59.3,False,False,False,0.9578947368421052,1.1395204728538062,60906.73758865248,65275.17730496454,4368.439716312057,1.0717234232083699,False,729.0780141843971,282.70000000000005,High,Warm,0.5128668750239473,1.3737950528424356
SF10071,Maharashtra,Krishna,Cotton,Rabi,14.72,338.5,21.2,68.5,7.7,6.06,25.7,132.5,15.0,148.5,Drip,145.7,6.76,0.84,1.0,14.72,61717,960387,908474,-51913,9888,1.489,35.8,False,False,False,0.8064516129032259,0.9050541489775119,65243.68206521739,61716.98369565217,-3526.698369565217,0.9459457489532865,True,671.7391304347826,296.0,Low,Cool,-0.4652107746809192,0.9383494771196881
SF10072,Madhya Pradesh,Krishna,Maize,Rabi,1.48,342.0,19.3,62.5,8.2,6.73,31.4,112.7,75.1,112.8,Sprinkler,149.1,6.66,0.7,3.61,5.34,19548,105743,104386,-1357,916,5.83,29.3,False,False,False,1.2666666666666666,0.9317889317889317,71447.97297297297,70531.08108108108,-916.8918918918919,0.9871669992339919,True,618.918918918919,300.6,Low,Cool,0.329791700900509,1.1662232742988066
SF10073,Tamil Nadu,Krishna,Cotton,Kharif,7.37,765.5,26.4,89.0,6.4,7.28,30.3,119.2,63.4,140.7,Sprinkler,110.1,7.05,0.73,1.38,10.17,71337,478922,725497,246575,6169,1.649,55.2,False,False,False,1.1129032258064515,1.0461274499021138,64982.63229308005,98439.21302578019,33456.58073270014,1.5148541933759567,False,837.0420624151967,323.29999999999995,Mid-high,Mild,0.412703920019389,1.169260425674638
SF10074,Gujarat,Raichur,Maize,Rabi,1.41,80.0,26.2,64.6,7.6,6.76,30.1,85.8,38.5,128.9,Drip,121.9,6.85,0.95,3.26,4.6,19255,84476,88573,4097,777,5.92,26.7,False,False,False,1.1438596491228068,0.9178225844892511,59912.05673758865,62817.73049645391,2905.6737588652486,1.048498981959373,False,551.0638297872341,253.2,Low,Mild,0.4621990736043096,1.0383645486951096
SF10075,Madhya Pradesh,Nalgonda,Wheat,Kharif,13.3,935.5,28.0,55.6,6.8,7.21,27.3,131.9,48.9,93.9,Drip,149.7,0.64,0.72,2.77,36.84,22812,657906,840394,182488,5715,6.446,59.0,False,False,False,1.2505643340857788,0.956337644370847,49466.61654135338,63187.51879699248,13720.902255639097,1.2773770113055665,False,429.69924812030075,274.70000000000005,High,Warm,1.1463677384787083,0.8433618935578608
SF10076,Maharashtra,Guntur,Sugarcane,Kharif,10.64,869.0,33.2,82.3,5.6,6.42,37.4,148.0,104.4,90.2,Flood,212.2,5.8,0.79,62.58,665.85,3651,755288,2431018,1675730,23608,28.204,58.8,False,False,False,1.302935665209244,1.0467316513761469,70985.71428571428,228479.13533834586,157493.42105263157,3.218663609113345,False,2218.796992481203,342.6,High,Hot,0.7306629415951953,1.3195269367314155
SF10077,Gujarat,Erode,Rice,Kharif,9.53,895.9,29.3,69.4,6.7,6.55,33.2,97.8,56.4,132.2,Flood,194.7,4.54,0.82,3.51,33.45,24003,693617,802900,109283,15015,2.228,46.1,False,False,False,1.4268292682926829,1.0888430220689969,72782.47639034627,84249.73767051417,11467.261280167892,1.157555250231756,False,1575.5508919202518,286.4,High,Warm,0.8089356344797974,1.1223799028080454
SF10078,Punjab,Nashik,Rice,Kharif,12.47,752.1,30.0,79.9,7.6,5.69,35.2,107.1,72.0,59.2,Drip,302.2,3.21,0.83,1.21,15.09,20835,870507,314400,-556107,17522,0.861,52.0,False,False,False,0.491869918699187,0.9451337068202953,69808.09943865276,25212.510024057738,-44595.58941459502,0.36116883609207046,True,1405.1323175621492,238.3,Mid-high,Hot,-1.0326769905948001,1.0009783131128938
SF10079,Madhya Pradesh,Nalgonda,Chilli,Rabi,10.0,288.6,23.8,61.1,6.9,6.65,26.4,151.5,67.7,182.6,Flood,154.3,1.94,0.9,2.18,21.8,106176,681239,2314637,1633398,6656,3.275,48.4,False,False,False,1.4019292604501608,1.0308849944172047,68123.9,231463.7,163339.8,3.3976871553155354,False,665.6,401.79999999999995,Low,Cool,0.7505535611779793,1.1415485475301435
SF10080,Karnataka,Nashik,Sugarcane,Zaid,9.29,353.9,30.6,46.8,9.1,7.31,8.4,126.5,100.8,101.3,Rainfed,167.2,3.45,0.9,33.55,311.68,3955,541528,1232694,691166,8213,37.95,31.2,False,False,False,0.6985217572350614,1.133887614678899,58291.49623250808,132690.4198062433,74398.9235737352,2.276325508560961,False,884.0688912809474,328.6,Low,Hot,-0.3175062441176582,0.5257591027590912
SF10081,Gujarat,Ludhiana,Wheat,Rabi,9.89,336.6,21.1,47.1,7.6,6.98,21.9,131.3,60.5,132.2,Drip,137.0,6.19,0.7,2.45,24.23,24188,543083,586075,42992,4311,5.621,31.4,False,False,False,1.106094808126411,1.0140230993355273,54912.335692618806,59259.35288169868,4347.017189079878,1.0791628535601372,False,435.8948432760364,324.0,Low,Cool,0.7719470937180626,0.8555218609888401
SF10082,Madhya Pradesh,Nalgonda,Chilli,Kharif,4.98,840.8,28.0,70.9,7.9,5.66,28.3,134.4,46.7,94.8,Flood,151.4,7.02,0.77,0.6,2.99,101883,291542,304630,13088,4366,0.685,53.4,False,False,False,0.38585209003215426,0.9892033593863779,58542.57028112449,61170.68273092369,2628.1124497991964,1.0448923311221026,False,876.7068273092369,275.90000000000003,High,Warm,-0.8996796251832708,1.5036108854035752
SF10083,Andhra Pradesh,Raichur,Sugarcane,Rabi,2.46,629.3,23.5,47.5,8.9,6.32,27.2,158.9,44.2,116.8,Rainfed,139.4,6.41,0.83,49.52,121.82,3654,165909,445130,279221,2611,46.656,35.2,False,False,False,1.0310222777430773,1.047591743119266,67442.68292682926,180947.15447154472,113504.47154471544,2.6829768125900344,False,1061.3821138211383,319.90000000000003,Mid-high,Cool,0.17577828876019438,0.6312079447096087
SF10084,Karnataka,Warangal,Pulses,Rabi,7.06,347.6,24.4,51.4,6.9,6.69,19.7,121.2,40.0,78.1,Sprinkler,128.3,4.81,0.76,1.01,7.13,74942,364864,534336,169472,2392,2.981,44.1,False,False,False,1.074468085106383,1.054088457237698,51680.453257790374,75684.98583569405,24004.532577903683,1.464479915804245,False,338.81019830028333,239.29999999999998,Low,Mild,0.6723691735509044,0.947657621277501
SF10085,Telangana,Guntur,Wheat,Rabi,14.18,306.6,24.3,49.5,7.9,6.68,24.0,161.0,49.7,135.6,Rainfed,173.4,9.13,0.9,2.54,36.02,22904,958688,825002,-133686,4746,7.59,33.9,False,False,False,1.146726862302483,0.9601945207202297,67608.46262341326,58180.67700987306,-9427.785613540198,0.8605531726693147,True,334.6967559943583,346.29999999999995,Low,Mild,0.22174080142981098,0.6569024524428525
SF10086,Telangana,Krishna,Rice,Kharif,11.43,1007.5,27.9,63.6,6.3,6.4,26.3,83.8,47.9,124.7,Flood,249.6,2.55,0.98,3.33,38.06,17866,836159,679980,-156179,17890,2.127,54.5,False,False,False,1.353658536585366,0.8104515865635419,73154.76815398075,59490.813648293966,-13663.95450568679,0.813218538579385,True,1565.1793525809273,256.4,High,Warm,-0.016601485041444073,1.1149914982980185
SF10087,Gujarat,Guntur,Wheat,Kharif,2.94,999.5,31.1,77.8,8.0,6.92,39.9,143.0,51.8,94.6,Sprinkler,132.4,4.74,0.9,2.65,7.79,24206,176531,188565,12034,1608,4.845,48.3,False,False,False,1.1963882618510158,1.0147777055777978,60044.55782312925,64137.75510204082,4093.197278911565,1.0681693300326855,False,546.9387755102041,289.4,High,Hot,0.7618087771349692,1.073465507310743
SF10088,Madhya Pradesh,Warangal,Chilli,Kharif,5.72,931.0,28.2,70.2,8.9,6.93,27.8,77.7,68.9,107.2,Rainfed,236.9,5.57,0.8,1.98,11.33,109884,453409,1244986,791577,1628,6.959,55.9,False,False,False,1.2733118971061093,1.066886742074858,79267.3076923077,217654.8951048951,138387.58741258743,2.745834335004378,False,284.61538461538464,253.8,High,Warm,0.49433716576475295,0.4881344334621777
SF10089,Andhra Pradesh,Raichur,Chilli,Kharif,13.29,782.6,22.9,55.5,5.9,6.55,37.3,80.3,58.6,92.0,Rainfed,106.8,8.08,0.82,2.19,29.11,92503,635701,2692762,2057061,4522,6.437,34.3,False,False,False,1.4083601286173633,0.8981309772319045,47833.03235515425,202615.6508653123,154782.61851015803,4.235893918681896,False,340.25583145221975,230.9,Mid-high,Cool,0.6626859947830811,0.5835615237123539
SF10090,Madhya Pradesh,Indore,Rice,Rabi,13.57,281.2,24.2,49.5,7.6,6.53,20.7,121.1,51.8,83.1,Drip,207.9,4.54,0.99,3.39,46.0,19221,896302,884166,-12136,20830,2.208,37.6,False,False,False,1.378048780487805,0.8719181655288167,66050.25792188651,65155.93220338983,-894.3257184966839,0.9864599208748837,True,1535.0036845983786,255.99999999999997,Low,Mild,0.402868971786434,1.093495167413941
SF10091,Telangana,Guntur,Cotton,Rabi,10.09,599.6,23.8,66.7,8.0,6.04,28.3,122.9,81.9,73.5,Drip,173.1,7.97,0.8,1.39,14.03,60616,643648,850442,206794,5719,2.453,46.4,False,False,False,1.1209677419354838,0.8889084416679498,63790.683845391475,84285.62933597622,20494.945490584738,1.3212843044645521,False,566.798810703667,278.3,Mid-high,Cool,0.105018654607067,0.7917587997465683
SF10092,Gujarat,Erode,Pulses,Rabi,12.32,683.4,29.7,37.8,7.5,6.7,21.8,111.9,54.0,65.2,Flood,117.7,5.41,0.91,1.58,19.47,58916,727065,1147095,420030,5323,3.658,35.7,False,False,False,1.6808510638297873,0.8286765171281286,59015.01623376623,93108.36038961039,34093.344155844155,1.5777062573497556,False,432.06168831168833,231.10000000000002,Mid-high,Hot,0.9577031441182161,1.208483551689634
SF10093,Gujarat,Guntur,Sugarcane,Kharif,12.74,973.7,29.9,57.5,7.4,6.65,25.8,110.1,57.6,89.8,Drip,134.0,4.39,0.72,70.23,894.73,3671,856862,3284554,2427692,18596,48.114,51.9,False,False,False,1.462211118051218,1.0524655963302751,67257.61381475667,257814.2857142857,190556.67189952903,3.8332356902278315,False,1459.6546310832025,257.5,High,Hot,1.1477288336660143,0.8680621122914018
SF10094,Punjab,Nalgonda,Rice,Zaid,10.27,460.2,31.7,44.2,9.0,6.64,17.3,118.0,55.5,112.6,Flood,247.2,5.92,0.79,3.27,33.58,24002,766612,805987,39375,18301,1.835,17.1,False,False,False,1.329268292682927,1.0887976592800925,74645.76436222006,78479.74683544305,3833.98247322298,1.0513623580116147,False,1781.9863680623175,286.1,Mid-low,Hot,0.5581895085269605,1.2694389605869243
SF10095,Maharashtra,Indore,Groundnut,Kharif,4.03,1096.7,27.3,82.9,7.6,6.48,32.8,146.1,40.3,82.4,Rainfed,232.1,6.66,0.77,1.5,6.04,64834,258458,391597,133139,731,8.263,59.4,False,False,False,1.0714285714285714,1.1510594668489404,64133.49875930521,97170.47146401985,33036.97270471464,1.5151281833025094,False,181.3895781637717,268.79999999999995,High,Warm,0.6545837553376443,0.3884527581599541
SF10096,Gujarat,Warangal,Pulses,Kharif,3.76,950.0,25.5,84.0,5.8,6.33,33.7,140.9,62.8,130.3,Flood,150.0,3.28,0.95,1.21,4.55,70036,223965,318664,94699,1828,2.489,56.8,False,False,False,1.2872340425531916,0.9850836539070137,59565.15957446809,84751.06382978724,25185.90425531915,1.4228294599602616,False,486.1702127659575,334.0,High,Mild,0.705780985123416,1.359825972408985
SF10097,Tamil Nadu,Guntur,Pulses,Kharif,10.41,585.6,29.2,70.1,7.1,7.64,34.6,98.5,72.5,135.0,Drip,164.5,4.97,0.96,0.55,5.73,82936,684024,475223,-208801,3010,1.904,45.5,False,False,False,0.5851063829787235,1.1665271848825187,65708.35734870317,45650.62439961575,-20057.732949087414,0.6947460907804405,True,289.1450528338136,306.0,Mid-high,Warm,-0.5738094350869706,0.8087434036734543
SF10098,Maharashtra,Ludhiana,Groundnut,Kharif,9.1,652.8,25.0,77.5,7.6,7.23,29.9,98.3,42.8,126.9,Rainfed,253.1,3.82,0.79,1.42,12.92,53588,545378,692357,146979,2681,4.819,61.5,False,False,False,1.0142857142857142,0.9513985672563936,59931.64835164836,76083.18681318681,16151.538461538463,1.26949931973787,False,294.61538461538464,268.0,Mid-high,Mild,0.17930122592759462,0.630930177514793
SF10099,Madhya Pradesh,Raichur,Pulses,Kharif,9.9,1121.7,27.6,75.5,6.1,6.85,39.5,107.2,89.9,103.5,Flood,167.8,4.7,0.87,1.06,10.49,88373,588226,927033,338807,4884,2.148,64.1,False,False,False,1.1276595744680853,1.243000710302195,59416.767676767675,93639.69696969696,34222.92929292929,1.5759810004998078,False,493.3333333333333,300.6,High,Warm,0.96136809924255,1.3798613368456454
SF10100,Madhya Pradesh,Krishna,Wheat,Rabi,13.36,297.6,24.5,63.9,6.4,6.15,22.1,95.1,28.5,132.6,Flood,283.0,4.95,0.74,1.66,22.18,24589,908232,545384,-362848,9398,2.36,45.9,False,False,False,0.7494356659142213,1.030834049510554,67981.4371257485,40822.155688622755,-27159.28143712575,0.6004897427089114,True,703.4431137724551,256.2,Low,Mild,-0.4865074917482199,1.3806333593473832
SF10101,Andhra Pradesh,Erode,Pulses,Rabi,3.05,585.1,23.0,51.5,7.4,6.26,31.6,142.0,76.6,138.3,Flood,147.9,7.39,0.68,1.09,3.32,67572,207017,224339,17322,1492,2.225,31.3,False,False,False,1.1595744680851066,0.9504265329516924,67874.4262295082,73553.77049180328,5679.344262295082,1.0836742876188912,False,489.1803278688525,356.9,Mid-high,Cool,0.15409219879609287,1.3682453131858903
SF10102,Karnataka,Guntur,Wheat,Rabi,9.06,482.6,22.6,51.9,7.9,6.41,18.2,93.4,105.9,132.8,Flood,227.7,4.34,0.95,2.21,20.02,26429,549864,529109,-20755,5961,3.358,30.4,False,False,False,0.9977426636568849,1.1079715764982079,60691.39072847682,58400.551876379686,-2290.8388520971303,0.9622543028821672,True,657.9470198675497,332.1,Mid-low,Cool,0.5068115260085562,1.2913391097693965
SF10103,Punjab,Ludhiana,Pulses,Rabi,4.45,703.6,21.8,52.5,5.7,6.48,28.3,121.8,57.4,115.6,Drip,193.1,2.63,0.69,1.35,6.01,86409,250066,519318,269252,1388,4.33,53.0,False,False,False,1.4361702127659577,1.2153762843459242,56194.60674157303,116700.67415730337,60506.06741573034,2.0767237449313383,False,311.91011235955057,294.79999999999995,Mid-high,Cool,1.7047135469804922,0.8724176444921451
SF10104,Tamil Nadu,Nashik,Maize,Kharif,2.35,679.8,30.6,66.0,5.8,7.17,31.4,88.1,67.2,89.4,Sprinkler,193.7,3.09,0.85,3.51,8.25,16408,157988,135366,-22622,1402,5.884,42.8,False,False,False,1.2315789473684209,0.7821154487821155,67228.93617021276,57602.55319148936,-9626.382978723404,0.8568119097652986,True,596.595744680851,244.70000000000002,Mid-high,Hot,0.028109287109626614,1.1241599206722341
SF10105,Gujarat,Krishna,Wheat,Zaid,12.3,80.0,30.5,61.2,10.2,5.44,16.8,100.3,53.0,125.6,Flood,302.3,5.9,0.87,0.3,3.69,26773,1063989,98792,-965197,9826,0.376,31.3,False,False,False,0.13544018058690746,1.122392940239378,86503.17073170732,8031.869918699186,-78471.30081300813,0.09285058398160131,True,798.8617886178861,278.9,Low,Hot,-2.536061037825641,1.5679096337426666
SF10106,Telangana,Warangal,Groundnut,Kharif,13.44,981.1,27.2,78.8,8.2,6.5,25.0,114.7,39.9,76.1,Rainfed,194.3,6.1,0.9,1.79,24.06,52927,857391,1273424,416033,3856,6.24,55.7,False,False,False,1.2785714285714287,0.9396632076057914,63793.97321428572,94748.80952380953,30954.83630952381,1.4852313588549448,False,286.9047619047619,230.7,High,Warm,0.5959768496323354,0.6144175824175825
SF10107,Madhya Pradesh,Guntur,Groundnut,Zaid,11.21,241.9,32.0,37.0,9.3,7.28,21.3,119.5,42.9,98.4,Drip,347.9,10.76,0.89,1.0,11.21,58908,979301,660359,-318942,4291,2.612,5.0,False,False,False,0.7142857142857143,1.0458495707983062,87359.58965209633,58908.02854594112,-28451.561106155215,0.6743166809795966,True,382.78322925958963,260.8,Low,Hot,-1.0761639090972164,0.8197450078913058
SF10108,Maharashtra,Krishna,Groundnut,Kharif,0.73,758.7,29.5,95.0,5.0,5.2,25.6,75.5,44.9,89.9,Drip,172.9,3.64,0.9,0.3,0.22,52598,44813,11572,-33241,301,0.731,59.5,False,False,False,0.2142857142857143,0.9338221587025415,61387.67123287672,15852.054794520549,-45535.61643835616,0.2582286390110013,True,412.32876712328766,210.3,Mid-high,Warm,-1.5570371228939603,0.883017913593256
SF10109,Maharashtra,Rajkot,Cotton,Rabi,11.07,248.7,26.3,49.9,8.4,6.13,38.1,164.6,41.2,153.2,Drip,205.6,3.36,0.86,1.19,13.17,70978,655991,934780,278789,6911,1.906,44.5,False,False,False,0.9596774193548386,1.0408628641399589,59258.44625112918,84442.63775971092,25184.191508581753,1.4249890623499408,False,624.2999096657633,359.0,Low,Mild,0.2163326885757942,0.8720818354315185
SF10110,Telangana,Indore,Maize,Rabi,4.05,478.5,23.1,73.2,8.5,7.09,23.2,130.0,50.9,120.0,Drip,341.6,6.2,0.85,3.95,16.0,19804,279751,316864,37113,2055,7.786,44.9,False,False,False,1.3859649122807018,0.9439916106582773,69074.32098765433,78238.02469135803,9163.703703703704,1.1326644051317065,False,507.40740740740745,300.9,Mid-low,Cool,0.6789669146310939,0.956103150156987
SF10111,Maharashtra,Ludhiana,Pulses,Kharif,13.42,926.2,26.6,80.5,6.5,6.69,30.1,156.0,88.3,98.3,Drip,96.2,4.16,0.89,1.73,23.22,73297,584910,1701956,1117046,3763,6.171,58.5,False,False,False,1.8404255319148937,1.0309508906908216,43584.9478390462,126822.35469448584,83237.40685543964,2.90977415328854,False,280.40238450074514,342.6,High,Mild,2.3476062493110113,0.784290018510618
SF10112,Andhra Pradesh,Rajkot,Groundnut,Rabi,5.8,410.9,23.5,51.4,6.3,7.08,27.4,141.7,76.5,73.7,Drip,181.6,5.67,0.7,1.89,10.96,66100,384950,724456,339506,2058,5.326,42.7,False,False,False,1.35,1.1735359650602302,66370.68965517242,124906.20689655172,58535.51724137931,1.8819483049746721,False,354.82758620689657,291.9,Mid-low,Cool,1.372303688928241,0.7598769230769231
SF10113,Andhra Pradesh,Rajkot,Maize,Rabi,1.03,489.2,18.4,58.0,9.3,6.25,21.8,128.1,48.7,103.4,Rainfed,98.1,7.9,0.66,2.44,2.51,21424,60695,53774,-6921,291,8.625,20.3,False,False,False,0.856140350877193,1.0212116878783546,58927.18446601942,52207.76699029126,-6719.417475728155,0.8859708377955351,True,282.5242718446602,280.20000000000005,Mid-low,Cool,0.12880178004717624,0.532357908779211
SF10114,Tamil Nadu,Rajkot,Sugarcane,Rabi,14.35,740.8,24.8,72.5,7.9,7.0,26.3,87.3,30.2,107.6,Sprinkler,147.1,2.23,0.92,58.06,833.16,3807,847509,3171840,2324331,27123,30.718,64.2,False,False,False,1.2088278159483656,1.0914564220183487,59059.8606271777,221034.14634146343,161974.2857142857,3.7425443269628995,False,1890.1045296167247,225.1,Mid-high,Mild,0.7871853878003529,1.124052289830413
SF10115,Andhra Pradesh,Ludhiana,Pulses,Kharif,11.89,937.3,22.8,72.9,6.8,6.89,23.1,61.3,62.8,140.9,Rainfed,174.4,1.89,0.69,0.99,11.77,74584,840145,877854,37709,2683,4.387,64.9,False,False,False,1.0531914893617023,1.049053047618378,70659.79814970563,73831.28679562657,3171.488645920942,1.0448839188473418,False,225.65180824222034,265.0,High,Cool,0.08316447900457671,0.6311517684785419
SF10116,Tamil Nadu,Raichur,Rice,Rabi,0.58,566.9,21.6,51.7,8.2,5.41,17.8,141.3,71.4,133.8,Drip,221.4,7.55,0.94,0.5,0.29,22660,40401,6571,-33830,849,0.342,37.1,False,False,False,0.2032520325203252,1.0279207965705732,69656.89655172414,11329.310344827587,-58327.58620689656,0.16264448899779707,True,1463.793103448276,346.5,Mid-low,Cool,-1.4837603434173985,1.0427666726632923
SF10117,Andhra Pradesh,Warangal,Maize,Kharif,13.77,850.2,31.2,57.4,8.3,5.8,29.8,109.1,57.8,140.6,Flood,129.9,2.9,0.92,1.43,19.69,21209,705327,417605,-287722,8861,2.222,55.4,False,False,False,0.5017543859649123,1.0109633442966777,51222.00435729848,30327.160493827163,-20894.843863471317,0.5920728966848001,True,643.5003631082062,307.5,High,Hot,-0.3622116220602362,1.2125418653987492
SF10118,Andhra Pradesh,Nalgonda,Rice,Zaid,13.6,327.7,26.9,42.8,10.0,7.34,15.7,118.0,32.6,59.6,Sprinkler,235.3,6.63,0.67,1.54,20.94,20763,955996,434777,-521219,20384,1.027,31.4,False,False,False,0.6260162601626017,0.9418675860191884,70293.82352941176,31968.89705882353,-38324.92647058824,0.4547895597889531,True,1498.8235294117646,210.2,Low,Mild,-0.8266915313796643,1.0677214020153256
